onset	duration	sample	trial_type	response_time	stim_file	value
0.0000000000	n/a	n/a	STATUS	n/a	n/a	boundary
116.5080000000	n/a	n/a	Stim Onset: 3 Red	n/a	n/a	S  1
119.5520000000	n/a	n/a	Question Mark Probe: "In"	n/a	n/a	S101
120.7440000000	n/a	n/a	Response: Inorrect	n/a	n/a	S201
124.9080000000	n/a	n/a	Stim Onset: 5 Red	n/a	n/a	S  3
127.9520000000	n/a	n/a	Question Mark Probe: "Out"	n/a	n/a	S100
129.3020000000	n/a	n/a	Response: Inorrect	n/a	n/a	S201
133.2060000000	n/a	n/a	Stim Onset: 3 Red	n/a	n/a	S  1
136.2500000000	n/a	n/a	Question Mark Probe: "Out"	n/a	n/a	S100
138.0860000000	n/a	n/a	Response: Inorrect	n/a	n/a	S201
141.4540000000	n/a	n/a	Stim Onset: 3 Red	n/a	n/a	S  1
144.4980000000	n/a	n/a	Question Mark Probe: "Out"	n/a	n/a	S100
145.8460000000	n/a	n/a	Response: Inorrect	n/a	n/a	S201
150.0200000000	n/a	n/a	Stim Onset: 5 Red	n/a	n/a	S  3
153.0640000000	n/a	n/a	Question Mark Probe: "In"	n/a	n/a	S101
154.0300000000	n/a	n/a	Response: Inorrect	n/a	n/a	S201
158.6360000000	n/a	n/a	Stim Onset: 5 Red	n/a	n/a	S  3
161.6800000000	n/a	n/a	Question Mark Probe: "Out"	n/a	n/a	S100
163.3260000000	n/a	n/a	Response: Inorrect	n/a	n/a	S201
167.0180000000	n/a	n/a	Stim Onset: 3 Red	n/a	n/a	S  1
170.0640000000	n/a	n/a	Question Mark Probe: "Out"	n/a	n/a	S100
171.1500000000	n/a	n/a	Response: Inorrect	n/a	n/a	S201
175.7180000000	n/a	n/a	Stim Onset: 3 Red	n/a	n/a	S  1
178.7620000000	n/a	n/a	Question Mark Probe: "In"	n/a	n/a	S101
180.2780000000	n/a	n/a	Response: Inorrect	n/a	n/a	S201
184.2500000000	n/a	n/a	Stim Onset: 3 Red	n/a	n/a	S  1
187.2940000000	n/a	n/a	Question Mark Probe: "In"	n/a	n/a	S101
188.3500000000	n/a	n/a	Response: Inorrect	n/a	n/a	S201
192.7500000000	n/a	n/a	Stim Onset: 5 Red	n/a	n/a	S  3
195.7960000000	n/a	n/a	Question Mark Probe: "Out"	n/a	n/a	S100
197.0080000000	n/a	n/a	Response: Inorrect	n/a	n/a	S201
201.4660000000	n/a	n/a	Stim Onset: 5 Red	n/a	n/a	S  3
204.5120000000	n/a	n/a	Question Mark Probe: "In"	n/a	n/a	S101
205.8400000000	n/a	n/a	Response: Inorrect	n/a	n/a	S201
209.7980000000	n/a	n/a	Stim Onset: 3 Red + 2 yellow	n/a	n/a	S  2
212.8440000000	n/a	n/a	Question Mark Probe: "In"	n/a	n/a	S101
214.1920000000	n/a	n/a	Response: Inorrect	n/a	n/a	S201
218.3980000000	n/a	n/a	Stim Onset: 3 Red + 2 yellow	n/a	n/a	S  2
221.4440000000	n/a	n/a	Question Mark Probe: "Out"	n/a	n/a	S100
222.3760000000	n/a	n/a	Response: Inorrect	n/a	n/a	S201
227.1140000000	n/a	n/a	Stim Onset: 3 Red + 2 yellow	n/a	n/a	S  2
230.1600000000	n/a	n/a	Question Mark Probe: "Out"	n/a	n/a	S100
231.4640000000	n/a	n/a	Response: Inorrect	n/a	n/a	S201
235.6300000000	n/a	n/a	Stim Onset: 5 Red	n/a	n/a	S  3
238.6760000000	n/a	n/a	Question Mark Probe: "In"	n/a	n/a	S101
240.0480000000	n/a	n/a	Response: Inorrect	n/a	n/a	S201
244.1640000000	n/a	n/a	Stim Onset: 3 Red	n/a	n/a	S  1
247.2060000000	n/a	n/a	Question Mark Probe: "In"	n/a	n/a	S101
248.3040000000	n/a	n/a	Response: Inorrect	n/a	n/a	S201
252.4960000000	n/a	n/a	Stim Onset: 3 Red	n/a	n/a	S  1
255.5400000000	n/a	n/a	Question Mark Probe: "Out"	n/a	n/a	S100
256.4640000000	n/a	n/a	Response: Inorrect	n/a	n/a	S201
260.9120000000	n/a	n/a	Stim Onset: 5 Red	n/a	n/a	S  3
263.9560000000	n/a	n/a	Question Mark Probe: "Out"	n/a	n/a	S100
264.9460000000	n/a	n/a	Response: Inorrect	n/a	n/a	S201
269.5280000000	n/a	n/a	Stim Onset: 3 Red	n/a	n/a	S  1
272.5700000000	n/a	n/a	Question Mark Probe: "In"	n/a	n/a	S101
273.4740000000	n/a	n/a	Response: Inorrect	n/a	n/a	S201
278.0100000000	n/a	n/a	Stim Onset: 5 Red	n/a	n/a	S  3
281.0560000000	n/a	n/a	Question Mark Probe: "In"	n/a	n/a	S101
282.2420000000	n/a	n/a	Response: Inorrect	n/a	n/a	S201
286.5420000000	n/a	n/a	Stim Onset: 5 Red	n/a	n/a	S  3
289.5880000000	n/a	n/a	Question Mark Probe: "In"	n/a	n/a	S101
290.6580000000	n/a	n/a	Response: Inorrect	n/a	n/a	S201
295.0420000000	n/a	n/a	Stim Onset: 3 Red + 2 yellow	n/a	n/a	S  2
298.0860000000	n/a	n/a	Question Mark Probe: "In"	n/a	n/a	S101
298.9300000000	n/a	n/a	Response: Inorrect	n/a	n/a	S201
303.3740000000	n/a	n/a	Stim Onset: 3 Red	n/a	n/a	S  1
306.4180000000	n/a	n/a	Question Mark Probe: "In"	n/a	n/a	S101
307.1860000000	n/a	n/a	Response: Inorrect	n/a	n/a	S201
311.8900000000	n/a	n/a	Stim Onset: 5 Red	n/a	n/a	S  3
314.9340000000	n/a	n/a	Question Mark Probe: "In"	n/a	n/a	S101
315.5780000000	n/a	n/a	Response: Inorrect	n/a	n/a	S201
320.1220000000	n/a	n/a	Stim Onset: 3 Red	n/a	n/a	S  1
323.1660000000	n/a	n/a	Question Mark Probe: "Out"	n/a	n/a	S100
324.3460000000	n/a	n/a	Response: Inorrect	n/a	n/a	S201
328.3700000000	n/a	n/a	Stim Onset: 5 Red	n/a	n/a	S  3
331.4140000000	n/a	n/a	Question Mark Probe: "In"	n/a	n/a	S101
334.5880000000	n/a	n/a	Response: Inorrect	n/a	n/a	S201
337.0520000000	n/a	n/a	Stim Onset: 5 Red	n/a	n/a	S  3
340.0980000000	n/a	n/a	Question Mark Probe: "Out"	n/a	n/a	S100
341.7400000000	n/a	n/a	Response: Correct	n/a	n/a	S200
345.6860000000	n/a	n/a	Stim Onset: 5 Red	n/a	n/a	S  3
348.7320000000	n/a	n/a	Question Mark Probe: "In"	n/a	n/a	S101
349.6840000000	n/a	n/a	Response: Inorrect	n/a	n/a	S201
354.1360000000	n/a	n/a	Stim Onset: 3 Red + 2 yellow	n/a	n/a	S  2
357.1800000000	n/a	n/a	Question Mark Probe: "In"	n/a	n/a	S101
358.1480000000	n/a	n/a	Response: Inorrect	n/a	n/a	S201
362.7680000000	n/a	n/a	Stim Onset: 3 Red	n/a	n/a	S  1
